127.0.0.1 - - [31/Oct/2019:09:12:07 +0900] "GET / HTTP/1.1" 404 1115
0:0:0:0:0:0:0:1 - - [31/Oct/2019:18:51:30 +0900] "GET /WebJSP_JDBC_Team4/assets/images/clients/2.jpg HTTP/1.1" 200 2456
0:0:0:0:0:0:0:1 - - [31/Oct/2019:18:51:30 +0900] "GET /WebJSP_JDBC_Team4/assets/images/clients/4.jpg HTTP/1.1" 200 4437
0:0:0:0:0:0:0:1 - - [31/Oct/2019:18:51:30 +0900] "GET /WebJSP_JDBC_Team4/assets/images/clients/3.jpg HTTP/1.1" 200 4258
0:0:0:0:0:0:0:1 - - [31/Oct/2019:18:51:30 +0900] "GET /WebJSP_JDBC_Team4/assets/images/Blog/1.jpg HTTP/1.1" 200 17735
0:0:0:0:0:0:0:1 - - [31/Oct/2019:18:51:30 +0900] "GET /WebJSP_JDBC_Team4/assets/images/Blog/2.jpg HTTP/1.1" 200 39285
0:0:0:0:0:0:0:1 - - [31/Oct/2019:18:51:30 +0900] "GET /WebJSP_JDBC_Team4/assets/images/Blog/3.jpg HTTP/1.1" 200 26016
0:0:0:0:0:0:0:1 - - [31/Oct/2019:18:51:30 +0900] "GET /WebJSP_JDBC_Team4/assets/images/background/video.jpg HTTP/1.1" 200 54125
0:0:0:0:0:0:0:1 - - [31/Oct/2019:18:51:30 +0900] "GET /WebJSP_JDBC_Team4/assets/images/background/header.jpg HTTP/1.1" 200 34133
0:0:0:0:0:0:0:1 - - [31/Oct/2019:18:51:30 +0900] "GET /WebJSP_JDBC_Team4/assets/images/background/work-together.jpg HTTP/1.1" 200 34648
0:0:0:0:0:0:0:1 - - [31/Oct/2019:18:51:30 +0900] "GET /WebJSP_JDBC_Team4/assets/images/background/testimonial.jpg HTTP/1.1" 200 153367
0:0:0:0:0:0:0:1 - - [31/Oct/2019:18:51:30 +0900] "GET /WebJSP_JDBC_Team4/assets/images/background/subscribe.jpg HTTP/1.1" 200 152779
0:0:0:0:0:0:0:1 - - [31/Oct/2019:18:51:30 +0900] "GET /WebJSP_JDBC_Team4/assets/images/maps.jpg HTTP/1.1" 200 72285
0:0:0:0:0:0:0:1 - - [31/Oct/2019:18:51:30 +0900] "GET /WebJSP_JDBC_Team4/assets/css/ajax-loader.gif HTTP/1.1" 200 4178
0:0:0:0:0:0:0:1 - - [31/Oct/2019:18:51:30 +0900] "GET /WebJSP_JDBC_Team4/assets/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
0:0:0:0:0:0:0:1 - - [31/Oct/2019:18:51:30 +0900] "GET /WebJSP_JDBC_Team4/assets/fonts/icofont.ttf?v=1.0.0-beta HTTP/1.1" 200 1018620
0:0:0:0:0:0:0:1 - - [31/Oct/2019:18:51:30 +0900] "GET /WebJSP_JDBC_Team4/assets/css/fonts/slick.woff HTTP/1.1" 200 1380
0:0:0:0:0:0:0:1 - - [31/Oct/2019:18:51:31 +0900] "GET /WebJSP_JDBC_Team4/assets/images/favicon.ico HTTP/1.1" 200 32038
0:0:0:0:0:0:0:1 - - [31/Oct/2019:18:52:51 +0900] "GET /WebJSP_JDBC_Team4/index.jsp HTTP/1.1" 200 40627
0:0:0:0:0:0:0:1 - - [31/Oct/2019:19:00:50 +0900] "GET /WebJSP_JDBC_Team4/index.jsp HTTP/1.1" 200 40627
0:0:0:0:0:0:0:1 - - [31/Oct/2019:19:04:13 +0900] "GET /WebJSP_JDBC/Ex02_JDBC_Main.jsp HTTP/1.1" 200 1360
0:0:0:0:0:0:0:1 - - [31/Oct/2019:19:12:35 +0900] "GET /WebJSP_JDBC/Ex02_JDBC_Login.jsp HTTP/1.1" 200 1936
0:0:0:0:0:0:0:1 - - [31/Oct/2019:19:12:38 +0900] "POST /WebJSP_JDBC/Ex02_JDBC_loginok.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [31/Oct/2019:19:12:38 +0900] "GET /WebJSP_JDBC/Ex02_JDBC_Main.jsp HTTP/1.1" 200 1343
0:0:0:0:0:0:0:1 - - [31/Oct/2019:19:12:41 +0900] "GET /WebJSP_JDBC/Ex03_Memberlist.jsp HTTP/1.1" 200 4027
0:0:0:0:0:0:0:1 - - [31/Oct/2019:19:15:16 +0900] "GET /WebJSP_JDBC/Ex03_MemberDetail.jsp HTTP/1.1" 200 1586
0:0:0:0:0:0:0:1 - - [31/Oct/2019:19:15:22 +0900] "GET /WebJSP_JDBC/Ex03_MemberDetail.jsp HTTP/1.1" 200 1586
0:0:0:0:0:0:0:1 - - [31/Oct/2019:19:21:13 +0900] "GET /WebJSP_JDBC/Ex03_MemberDetail.jsp?id=%EC%84%B1%EB%8C%80%EB%AA%A8%EC%82%AC%EC%8B%A0 HTTP/1.1" 200 3266
0:0:0:0:0:0:0:1 - - [31/Oct/2019:20:08:43 +0900] "GET /WebJSP_JDBC/Ex03_MemberDetail.jsp?id=admin HTTP/1.1" 200 3331
0:0:0:0:0:0:0:1 - - [31/Oct/2019:20:08:43 +0900] "GET /WebJSP_JDBC/Ex02_JDBC_Login.jsp HTTP/1.1" 200 1936
0:0:0:0:0:0:0:1 - - [31/Oct/2019:20:08:46 +0900] "POST /WebJSP_JDBC/Ex02_JDBC_loginok.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [31/Oct/2019:20:08:46 +0900] "GET /WebJSP_JDBC/Ex02_JDBC_Main.jsp HTTP/1.1" 200 1343
0:0:0:0:0:0:0:1 - - [31/Oct/2019:20:08:48 +0900] "GET /WebJSP_JDBC/Ex03_Memberlist.jsp HTTP/1.1" 200 4027
0:0:0:0:0:0:0:1 - - [31/Oct/2019:20:08:49 +0900] "GET /WebJSP_JDBC/Ex03_MemberDetail.jsp?id=admin HTTP/1.1" 200 3250
127.0.0.1 - - [31/Oct/2019:20:10:45 +0900] "GET / HTTP/1.1" 404 1115
0:0:0:0:0:0:0:1 - - [31/Oct/2019:20:10:46 +0900] "GET /WebJSP_JDBC_Team4/index.jsp HTTP/1.1" 200 40627
0:0:0:0:0:0:0:1 - - [31/Oct/2019:20:11:15 +0900] "GET /WebJSP_JDBC_Team4/assets/js/vendor/popper.min.js.map HTTP/1.1" 404 1183
0:0:0:0:0:0:0:1 - - [31/Oct/2019:20:11:15 +0900] "GET /WebJSP_JDBC_Team4/assets/js/gmaps.min.js.map HTTP/1.1" 404 1171
0:0:0:0:0:0:0:1 - - [31/Oct/2019:20:11:15 +0900] "GET /WebJSP_JDBC_Team4/assets/css/bootstrap.css.map HTTP/1.1" 200 379132
0:0:0:0:0:0:0:1 - - [31/Oct/2019:20:31:26 +0900] "GET /WebJSP_JDBC_Team4/MemberDetail.jsp HTTP/1.1" 200 747
0:0:0:0:0:0:0:1 - - [31/Oct/2019:20:31:54 +0900] "GET /WebJSP_JDBC_Team4/MemberDetail.jsp HTTP/1.1" 200 747
